method,fillPerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
moda,27.50,0.3000,707,1413,56.4696,85.9676
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.325.out
moda,27.50,0.3250,710,1419,56.23,85.9485
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.350.out
moda,27.50,0.3500,719,1437,56.23,86.1582
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.375.out
moda,27.50,0.3750,724,1447,56.3099,86.2536
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.400.out
moda,27.50,0.4000,735,1469,56.3898,86.4633
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.425.out
moda,27.50,0.4250,743,1485,56.23,86.5396
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.450.out
moda,27.50,0.4500,747,1493,56.1502,86.6158
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.475.out
moda,27.50,0.4750,750,1499,56.3099,86.654
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_27.50_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_27.50_moda_conf_0.500.out
moda,27.50,0.5000,754,1507,56.3898,86.6921
# ./ind_faltantes.py ../data/training2.csv.arff 30.00  moda > ../output/exc2//dataset_faltantes_30.00_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.001.out
moda,30.00,0.0010,5,9,51.5176,52.6215
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.025.out
moda,30.00,0.0250,306,611,55.8307,73.9752
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.050.out
moda,30.00,0.0500,400,799,56.869,77.674
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.075.out
moda,30.00,0.0750,465,929,56.23,80.1144
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.100.out
moda,30.00,0.1000,536,1071,56.5495,82.5357
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.125.out
moda,30.00,0.1250,578,1155,56.869,83.6988
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.150.out
moda,30.00,0.1500,594,1187,56.9489,84.0801
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.175.out
moda,30.00,0.1750,634,1267,57.1885,85.2812
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.200.out
moda,30.00,0.2000,680,1359,56.869,86.2917
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.225.out
moda,30.00,0.2250,703,1405,56.7891,86.7684
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.250.out
moda,30.00,0.2500,711,1421,56.6294,86.9209
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.275.out
moda,30.00,0.2750,715,1429,56.5495,86.9971
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.300.out
moda,30.00,0.3000,720,1439,56.6294,87.1115
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.325.out
moda,30.00,0.3250,732,1463,56.6294,87.3213
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.350.out
moda,30.00,0.3500,744,1487,56.7093,87.5119
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.375.out
moda,30.00,0.3750,751,1501,56.7093,87.6454
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.400.out
moda,30.00,0.4000,762,1523,56.7891,87.817
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.425.out
moda,30.00,0.4250,766,1531,56.7891,87.8742
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.450.out
moda,30.00,0.4500,773,1545,56.9489,87.9314
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.475.out
moda,30.00,0.4750,776,1551,56.869,87.9695
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_30.00_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_30.00_moda_conf_0.500.out
moda,30.00,0.5000,785,1569,56.869,88.103
# ./ind_faltantes.py ../data/training2.csv.arff 32.50  moda > ../output/exc2//dataset_faltantes_32.50_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.001.out
moda,32.50,0.0010,5,9,51.5176,52.8503
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.025.out
moda,32.50,0.0250,247,493,56.6294,70.7531
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.050.out
moda,32.50,0.0500,434,867,56.0703,78.8561
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.075.out
moda,32.50,0.0750,473,945,56.3898,80.2288
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.100.out
moda,32.50,0.1000,524,1047,56.0703,81.9066
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.125.out
moda,32.50,0.1250,558,1115,56.5495,82.8408
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.150.out
moda,32.50,0.1500,614,1227,55.9105,84.4042
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.175.out
moda,32.50,0.1750,650,1299,55.8307,85.1478
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.200.out
moda,32.50,0.2000,694,1387,55.6709,86.3108
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.225.out
moda,32.50,0.2250,721,1441,55.5112,86.959
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.250.out
moda,32.50,0.2500,734,1467,55.6709,87.2069
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.275.out
moda,32.50,0.2750,744,1487,55.7508,87.3785
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.300.out
moda,32.50,0.3000,748,1495,55.6709,87.4547
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.325.out
moda,32.50,0.3250,754,1507,55.7508,87.55
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.350.out
moda,32.50,0.3500,759,1517,55.8307,87.6263
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.375.out
moda,32.50,0.3750,764,1527,55.8307,87.7026
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.400.out
moda,32.50,0.4000,768,1535,55.7508,87.7598
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.425.out
moda,32.50,0.4250,768,1535,55.7508,87.7598
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.450.out
moda,32.50,0.4500,770,1539,55.8307,87.817
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.475.out
moda,32.50,0.4750,772,1543,55.8307,87.836
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_32.50_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_32.50_moda_conf_0.500.out
moda,32.50,0.5000,773,1545,55.7508,87.836
# ./ind_faltantes.py ../data/training2.csv.arff 35.00  moda > ../output/exc2//dataset_faltantes_35.00_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.001.out
moda,35.00,0.0010,27,53,51.4377,56.0153
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.025.out
moda,35.00,0.0250,262,523,55.4313,71.2488
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.050.out
moda,35.00,0.0500,414,827,57.3482,77.9218
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.075.out
moda,35.00,0.0750,557,1113,57.0288,83.3937
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.100.out
moda,35.00,0.1000,590,1179,57.5879,84.2707
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.125.out
moda,35.00,0.1250,609,1217,57.7476,84.8046
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.150.out
moda,35.00,0.1500,631,1261,57.6677,85.3765
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.175.out
moda,35.00,0.1750,666,1331,57.7476,86.2536
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.200.out
moda,35.00,0.2000,689,1377,57.5879,86.7302
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.225.out
moda,35.00,0.2250,709,1417,57.6677,87.1306
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.250.out
moda,35.00,0.2500,733,1465,57.6677,87.5691
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.275.out
moda,35.00,0.2750,749,1497,57.7476,87.8742
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.300.out
moda,35.00,0.3000,757,1513,57.8275,88.0267
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.325.out
moda,35.00,0.3250,765,1529,57.9073,88.1602
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.350.out
moda,35.00,0.3500,770,1539,57.8275,88.2364
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.375.out
moda,35.00,0.3750,772,1543,57.5879,88.2745
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.400.out
moda,35.00,0.4000,773,1545,57.5879,88.2936
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.425.out
moda,35.00,0.4250,792,1583,57.3482,88.5987
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.450.out
moda,35.00,0.4500,793,1585,57.3482,88.6177
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.475.out
moda,35.00,0.4750,799,1597,57.2684,88.7131
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_35.00_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_35.00_moda_conf_0.500.out
moda,35.00,0.5000,800,1599,57.5879,88.7512
# ./ind_faltantes.py ../data/training2.csv.arff 37.50  moda > ../output/exc2//dataset_faltantes_37.50_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.001.out
moda,37.50,0.0010,5,9,51.5176,52.7359
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.025.out
moda,37.50,0.0250,268,535,56.0703,70.9247
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.050.out
moda,37.50,0.0500,324,647,56.7093,73.0029
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.075.out
moda,37.50,0.0750,547,1093,56.23,82.1163
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.100.out
moda,37.50,0.1000,583,1165,56.1502,83.1268
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.125.out
moda,37.50,0.1250,604,1207,56.4696,83.7178
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.150.out
moda,37.50,0.1500,642,1283,56.4696,84.7855
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.175.out
moda,37.50,0.1750,673,1345,56.23,85.6053
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.200.out
moda,37.50,0.2000,696,1391,55.9105,86.1773
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.225.out
moda,37.50,0.2250,725,1449,56.23,86.7684
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.250.out
moda,37.50,0.2500,740,1479,55.9105,87.0162
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.275.out
moda,37.50,0.2750,763,1525,56.3099,87.4929
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.300.out
moda,37.50,0.3000,765,1529,56.3099,87.531
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.325.out
moda,37.50,0.3250,771,1541,56.23,87.6263
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.350.out
moda,37.50,0.3500,781,1561,56.1502,87.7788
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.375.out
moda,37.50,0.3750,786,1571,56.23,87.8932
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.400.out
moda,37.50,0.4000,794,1587,56.3099,88.0076
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.425.out
moda,37.50,0.4250,794,1587,56.3099,88.0076
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.450.out
moda,37.50,0.4500,802,1603,56.3898,88.103
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_37.50_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_37.50_moda_conf_0.475.out
moda,37.50,0.4750,803,1605,56.3099,88.103
